Tangal,Stock Code,Close,Volume,Offer Volume,Bid Volume,Foreign Sell,Foreign Buy,Kurs
15,MFMI,700 ,0 ,3700 ,100 ,0 ,0 ,13817 
15,MGNA,50 ,266200 ,2629800 ,0 ,0 ,0 ,13817 
15,MICE,346 ,9900 ,51000 ,100 ,0 ,0 ,13817 
15,MIDI,1025 ,0 ,1100 ,1000 ,0 ,0 ,13817 
15,MIKA,2110 ,6650800 ,132100 ,819300 ,1410100 ,250300 ,13817 
15,MINA,1905 ,1767600 ,12500 ,38000 ,0 ,0 ,13817 
15,MIRA,50 ,100 ,1571700 ,0 ,0 ,0 ,13817 
15,MITI,50 ,1000 ,1315300 ,0 ,1000 ,0 ,13817 
15,MKNT,300 ,2221700 ,1500 ,12500 ,0 ,0 ,13817 
15,MKPI,27300 ,17600 ,400 ,400 ,0 ,0 ,13817 
15,MLBI,16325 ,23100 ,4700 ,300 ,0 ,19300 ,13817 
15,MLIA,580 ,5300 ,900 ,3000 ,0 ,0 ,13817 
15,MLPL,154 ,9969400 ,1772000 ,1628900 ,0 ,1809200 ,13817 
15,MLPT,710 ,1100 ,2000 ,800 ,0 ,600 ,13817 
15,MMLP,585 ,40000 ,255400 ,500 ,40000 ,0 ,13817 
15,MNCN,1500 ,7746600 ,1335100 ,600 ,6441100 ,7551900 ,13817 
15,MPMX,830 ,91200 ,39300 ,18400 ,73200 ,80000 ,13817 
15,MPOW,244 ,116900 ,70500 ,400 ,3000 ,3000 ,13817 
15,MPPA,418 ,809100 ,1200 ,9300 ,19200 ,3600 ,13817 
15,MRAT,200 ,24700 ,24100 ,100 ,0 ,0 ,13817 
15,MREI,4350 ,7100 ,5300 ,500 ,0 ,0 ,13817 
15,MSKY,760 ,241200 ,9900 ,600 ,199000 ,231600 ,13817 
15,MTDL,750 ,3332800 ,141300 ,25400 ,396700 ,207600 ,13817 
15,MTFN,50 ,0 ,0 ,0 ,0 ,0 ,13817 
15,MTLA,362 ,55000 ,1800 ,2470600 ,0 ,0 ,13817 
15,MTRA,448 ,703000 ,26300 ,3500 ,0 ,0 ,13817 
15,MTSM,266 ,0 ,1000 ,5000 ,0 ,0 ,13817 
15,MTWI,149 ,19334400 ,12900 ,211000 ,75000 ,75000 ,13817 
15,MYOH,800 ,438800 ,300600 ,40000 ,355200 ,0 ,13817 
15,MYOR,2610 ,835800 ,261700 ,2400 ,38200 ,99000 ,13817 
15,MYRX,153 ,501742700 ,270000 ,191200 ,1000000 ,10295000 ,13817 
15,MYRXP,50 ,0 ,15491600 ,0 ,0 ,0 ,13817 
15,MYTX,185 ,0 ,55400 ,900000 ,0 ,0 ,13817 
15,NAGA,306 ,17800 ,4000 ,3400 ,0 ,0 ,13817 
15,NASA,366 ,1600 ,10000 ,500 ,0 ,0 ,13817 
15,NELY,126 ,875700 ,50500 ,21800 ,0 ,0 ,13817 
15,NIKL,3350 ,29500 ,1000 ,1800 ,100 ,10200 ,13817 
15,NIPS,446 ,0 ,1100 ,200 ,0 ,0 ,13817 
15,NIRO,93 ,275100 ,200300 ,19600 ,0 ,0 ,13817 
15,NISP,2040 ,7800 ,5500 ,1000 ,0 ,7000 ,13817 
15,NOBU,905 ,500 ,1000 ,1400 ,0 ,0 ,13817 
15,NRCA,432 ,621500 ,137200 ,115100 ,0 ,0 ,13817 
15,OASA,210 ,35700 ,100 ,300 ,0 ,0 ,13817 
15,OCAP,430 ,0 ,0 ,0 ,0 ,0 ,13817 
15,OKAS,360 ,23600 ,44300 ,100 ,0 ,0 ,13817 
15,OMRE,1895 ,400 ,500 ,0 ,0 ,0 ,13817 
15,PADI,620 ,3386300 ,2400 ,2501600 ,0 ,0 ,13817 
15,PALM,308 ,200 ,50200 ,100 ,0 ,0 ,13817 
15,PANR,505 ,1015400 ,70000 ,3900 ,0 ,0 ,13817 
15,PANS,1930 ,224900 ,8600 ,10600 ,0 ,0 ,13817 
15,PBID,905 ,1100 ,84000 ,121000 ,0 ,0 ,13817 
15,PBRX,490 ,24082600 ,63100 ,381000 ,124900 ,42900 ,13817 
15,PBSA,1200 ,615700 ,995900 ,200 ,304100 ,0 ,13817 
15,PCAR,2250 ,33600 ,37300 ,8700 ,0 ,0 ,13817 
15,PDES,1075 ,232900 ,7700 ,1100 ,0 ,0 ,13817 
15,PEGE,282 ,1800 ,100 ,41800 ,0 ,0 ,13817 
15,PGAS,2300 ,79327900 ,203500 ,4718200 ,28384300 ,15569400 ,13817 
15,PGLI,160 ,0 ,27000 ,25000 ,0 ,0 ,13817 
15,PICO,268 ,11000 ,45400 ,4000 ,0 ,0 ,13817 
15,PJAA,1400 ,0 ,9800 ,200 ,0 ,0 ,13817 
15,PKPK,73 ,228000 ,100 ,140000 ,0 ,0 ,13817 
15,PLAS,50 ,200 ,7684400 ,0 ,0 ,0 ,13817 
15,PLIN,3380 ,2500 ,16000 ,100 ,0 ,0 ,13817 
15,PNBN,1130 ,2956900 ,43700 ,1500 ,328000 ,394600 ,13817 
15,PNBS,90 ,250669500 ,7734900 ,8360800 ,1255600 ,1419500 ,13817 
15,PNIN,1250 ,1954900 ,500 ,6600 ,158100 ,111400 ,13817 
15,PNLF,256 ,7410500 ,787900 ,625700 ,1876100 ,5807400 ,13817 
15,PNSE,1220 ,0 ,600 ,0 ,0 ,0 ,13817 
15,POLY,113 ,75431400 ,128900 ,408800 ,10200000 ,0 ,13817 
15,POOL,4060 ,30341200 ,405700 ,76800 ,288100 ,0 ,13817 
15,PORT,630 ,95300 ,10100 ,39700 ,0 ,95300 ,13817 
15,POWR,1180 ,353800 ,400 ,100 ,257100 ,353300 ,13817 
15,PPRE,372 ,2127600 ,57900 ,157100 ,23200 ,0 ,13817 
15,PPRO,186 ,20364900 ,523300 ,25100 ,92100 ,12494300 ,13817 
15,PRAS,224 ,22000 ,15000 ,5000 ,0 ,0 ,13817 
15,PRDA,3390 ,7100 ,82200 ,500 ,1600 ,0 ,13817 
15,PSAB,244 ,7749400 ,666500 ,200000 ,20000 ,0 ,13817 
15,PSDN,705 ,674600 ,1078100 ,100 ,0 ,0 ,13817 
15,PSKT,50 ,2000 ,9789400 ,0 ,0 ,0 ,13817 
15,PSSI,173 ,5656200 ,6000 ,3600 ,100000 ,0 ,13817 
15,PTBA,2790 ,32357700 ,2037400 ,510700 ,8435200 ,9061600 ,13817 
15,PTIS,348 ,2500 ,2000 ,200 ,0 ,0 ,13817 
15,PTPP,2900 ,6345900 ,1000 ,105200 ,998500 ,564900 ,13817 
15,PTRO,1985 ,1855700 ,10100 ,52200 ,398700 ,111900 ,13817 
15,PTSN,224 ,49800 ,25700 ,15900 ,0 ,0 ,13817 
15,PTSP,7200 ,0 ,6700 ,0 ,0 ,0 ,13817 
15,PUDP,500 ,10000 ,1000 ,100 ,0 ,0 ,13817 
15,PWON,615 ,15192000 ,402600 ,734100 ,11934000 ,4817100 ,13817 
15,PYFA,192 ,0 ,100 ,2500 ,0 ,0 ,13817 
15,RAJA,550 ,2273100 ,260200 ,75000 ,34500 ,31800 ,13817 
15,RALS,1290 ,16370600 ,2143100 ,400 ,12518800 ,1156600 ,13817 
15,RANC,346 ,250000 ,10100 ,200000 ,0 ,0 ,13817 
15,RBMS,428 ,7398100 ,25800 ,5000 ,0 ,0 ,13817 
15,RDTX,5500 ,100 ,600 ,100 ,0 ,0 ,13817 
15,RELI,318 ,0 ,100 ,2000 ,0 ,0 ,13817 
15,RICY,147 ,26400 ,300 ,1900 ,0 ,0 ,13817 
15,RIGS,252 ,108200 ,63200 ,2700 ,0 ,0 ,13817 
15,RIMO,143 ,678159100 ,20900 ,3830700 ,5977000 ,4009100 ,13817 
15,RMBA,342 ,4200 ,100 ,200 ,0 ,0 ,13817 
15,RODA,290 ,1733200 ,84400 ,11000 ,0 ,0 ,13817 
15,ROTI,1220 ,4176700 ,361600 ,200 ,3881100 ,3565400 ,13817 
15,RUIS,242 ,12600 ,3000 ,5000 ,0 ,0 ,13817 
15,SAFE,306 ,0 ,0 ,0 ,0 ,0 ,13817 
15,SAME,500 ,14774600 ,42200 ,2017000 ,13268300 ,6460900 ,13817 
15,SCBD,2700 ,0 ,0 ,0 ,0 ,0 ,13817 
15,SCCO,10500 ,8000 ,25800 ,200 ,0 ,0 ,13817 
15,SCMA,2820 ,6972100 ,540600 ,2000 ,3925600 ,1184600 ,13817 
15,SCPI,29000 ,0 ,0 ,0 ,0 ,0 ,13817 
15,SDMU,346 ,3507800 ,29400 ,40100 ,0 ,100 ,13817 
15,SDPC,104 ,127900 ,73200 ,79000 ,0 ,0 ,13817 
15,SDRA,860 ,38800 ,48100 ,700 ,0 ,8300 ,13817 
15,SGRO,2500 ,92000 ,3600 ,19500 ,1300 ,0 ,13817 
15,SHID,1300 ,0 ,4900 ,200 ,0 ,0 ,13817 
15,SHIP,765 ,1743000 ,57800 ,1400 ,0 ,0 ,13817 
15,SIAP,83 ,0 ,0 ,0 ,0 ,0 ,13817 
15,SIDO,685 ,2265000 ,366100 ,184300 ,182700 ,67600 ,13817 
15,SILO,8200 ,210500 ,64300 ,3700 ,12900 ,134100 ,13817 
15,SIMA,130 ,110700 ,141700 ,50000 ,0 ,15000 ,13817 
15,SIMP,575 ,7962200 ,597500 ,139300 ,1336400 ,2776000 ,13817 
15,SIPD,1025 ,50000 ,50000 ,100 ,0 ,0 ,13817 
15,SKBM,505 ,4800 ,100 ,1000 ,0 ,0 ,13817 
15,SKLT,1150 ,0 ,0 ,0 ,0 ,0 ,13817 
15,SKYB,420 ,0 ,0 ,0 ,0 ,0 ,13817 
15,SMAR,3500 ,0 ,100 ,100 ,0 ,0 ,13817 
15,SMBR,3180 ,60600 ,6500 ,500 ,10300 ,37100 ,13817 
15,SMCB,815 ,340600 ,9500 ,116800 ,27200 ,0 ,13817 
15,SMDM,129 ,1300 ,5900 ,1900 ,0 ,0 ,13817 
15,SMDR,452 ,3260200 ,27700 ,235100 ,74900 ,5900 ,13817 
15,SMGR,10500 ,3361400 ,51000 ,269800 ,782000 ,3062500 ,13817 
15,SMMA,9900 ,0 ,2100 ,0 ,0 ,0 ,13817 
15,SMMT,184 ,365800 ,14400 ,1400 ,0 ,0 ,13817 
15,SMRA,930 ,16786200 ,23900 ,154400 ,1165000 ,2606400 ,13817 
15,SMRU,440 ,225900 ,349600 ,1600 ,0 ,0 ,13817 
15,SMSM,1480 ,7381300 ,500 ,62600 ,665100 ,1511500 ,13817 
15,SOCI,264 ,11410800 ,185200 ,1508200 ,26400 ,30700 ,13817 
15,SONA,3570 ,0 ,500 ,200 ,0 ,0 ,13817 
15,SPMA,308 ,25500 ,41000 ,35200 ,0 ,100 ,13817 
15,SQBB,10500 ,0 ,0 ,0 ,0 ,0 ,13817 
15,SQBI,440000 ,0 ,0 ,0 ,0 ,0 ,13817 
15,SQMI,304 ,0 ,100 ,10000 ,0 ,0 ,13817 
15,SRAJ,222 ,1606300 ,10000 ,1048100 ,0 ,0 ,13817 
15,SRIL,346 ,74694400 ,5097600 ,1969000 ,9637500 ,2493400 ,13817 
15,SRSN,50 ,500 ,82800 ,0 ,0 ,0 ,13817 
15,SRTG,4130 ,21700 ,10700 ,200 ,0 ,0 ,13817 
15,SSIA,550 ,10713400 ,233700 ,1277300 ,2232300 ,1120000 ,13817 
15,SSMS,1450 ,29539400 ,87700 ,117400 ,241300 ,48400 ,13817 
15,SSTM,530 ,0 ,120000 ,10000 ,0 ,0 ,13817 
15,STAR,81 ,9541400 ,143200 ,1418400 ,0 ,0 ,13817 
15,STTP,4150 ,0 ,0 ,0 ,0 ,0 ,13817 
15,SUGI,50 ,1200 ,485927600 ,0 ,0 ,0 ,13817 
15,SULI,179 ,1352200 ,300 ,151500 ,0 ,0 ,13817 
15,SUPR,6800 ,0 ,0 ,0 ,0 ,0 ,13817 
15,TALF,380 ,1000 ,19900 ,2500 ,0 ,0 ,13817 
15,TAMU,3710 ,2254400 ,56800 ,60500 ,0 ,0 ,13817 
15,TARA,800 ,41314400 ,907200 ,357300 ,131500 ,71400 ,13817 
15,TAXI,90 ,594444600 ,150900 ,1540100 ,20723200 ,29125900 ,13817 
15,TBIG,5725 ,1004900 ,100 ,6200 ,928000 ,469600 ,13817 
15,TBLA,1175 ,755500 ,67700 ,51200 ,501300 ,377600 ,13817 
15,TBMS,1100 ,0 ,100 ,1000 ,0 ,0 ,13817 
15,TCID,17500 ,100 ,3900 ,100 ,0 ,0 ,13817 
15,TELE,865 ,15000 ,400 ,201000 ,0 ,10000 ,13817 
15,TFCO,750 ,300 ,5700 ,10000 ,0 ,0 ,13817 
15,TGKA,2500 ,0 ,5000 ,500 ,0 ,0 ,13817 
15,TGRA,520 ,596200 ,2800 ,4800 ,0 ,0 ,13817 
15,TIFA,189 ,31500 ,2000 ,500 ,0 ,0 ,13817 
15,TINS,1030 ,27284000 ,55000 ,497300 ,1243800 ,3911300 ,13817 
15,TIRA,218 ,4500 ,100 ,6600 ,0 ,0 ,13817 
15,TIRT,96 ,6700 ,10000 ,400 ,0 ,0 ,13817 
15,TKIM,6150 ,6865300 ,91800 ,48600 ,2513100 ,444000 ,13817 
15,TLKM,3930 ,133775500 ,323300 ,1116200 ,98466600 ,28582700 ,13817 
15,TMAS,1145 ,0 ,3000 ,183400 ,0 ,0 ,13817 
15,TMPI,50 ,0 ,0 ,0 ,0 ,0 ,13817 
15,TMPO,268 ,10500 ,900 ,12700 ,0 ,0 ,13817 
15,TOBA,2830 ,101000 ,90000 ,100 ,40000 ,0 ,13817 
15,TOPS,4200 ,11393700 ,104900 ,118500 ,631300 ,62800 ,13817 
15,TOTL,695 ,163800 ,116700 ,80100 ,8000 ,1200 ,13817 
15,TOTO,388 ,473100 ,567500 ,5000 ,0 ,115000 ,13817 
15,TOWR,3580 ,252700 ,100 ,9300 ,184300 ,243200 ,13817 
15,TPIA,5875 ,5427800 ,167100 ,101900 ,834600 ,166500 ,13817 
15,TPMA,220 ,609500 ,48200 ,167500 ,0 ,0 ,13817 
15,TRAM,364 ,111017600 ,2608600 ,5062200 ,641100 ,7917200 ,13817 
15,TRIL,50 ,228800 ,75500 ,568200 ,0 ,0 ,13817 
15,TRIM,127 ,350100 ,1000 ,10000 ,0 ,0 ,13817 
15,TRIO,2000 ,0 ,0 ,0 ,0 ,0 ,13817 
15,TRIS,300 ,5488500 ,2000 ,7500 ,2600 ,0 ,13817 
15,TRST,400 ,3500 ,100 ,50000 ,0 ,0 ,13817 
15,TRUB,50 ,0 ,0 ,0 ,0 ,0 ,13817 
15,TRUS,242 ,0 ,11000 ,200 ,0 ,0 ,13817 
15,TSPC,1620 ,2600 ,400 ,2100 ,0 ,0 ,13817 
15,TURI,1450 ,31200 ,211900 ,259300 ,0 ,0 ,13817 
15,ULTJ,1430 ,74000 ,99100 ,2200 ,0 ,0 ,13817 
15,UNIC,4000 ,0 ,100 ,1000 ,0 ,0 ,13817 
15,UNIT,330 ,100 ,1900 ,38000 ,0 ,0 ,13817 
15,UNSP,282 ,14708500 ,60800 ,408000 ,35000 ,0 ,13817 
15,UNTR,33700 ,4890200 ,1200 ,43200 ,3162500 ,2131100 ,13817 
15,UNVR,50125 ,1449100 ,5800 ,181600 ,1205600 ,505300 ,13817 
15,VICO,212 ,9400 ,948400 ,100 ,0 ,0 ,13817 
15,VINS,136 ,39000 ,300 ,700 ,0 ,0 ,13817 
15,VIVA,368 ,122216900 ,1166800 ,1947200 ,36719700 ,9261200 ,13817 
15,VOKS,230 ,0 ,21600 ,5000 ,0 ,0 ,13817 
15,VRNA,94 ,2565500 ,1226600 ,4565400 ,0 ,0 ,13817 
15,WAPO,89 ,263100 ,15300 ,1764100 ,0 ,0 ,13817 
15,WEGE,270 ,2910900 ,111100 ,785600 ,69800 ,0 ,13817 
15,WEHA,210 ,4072600 ,1206100 ,16800 ,0 ,0 ,13817 
15,WICO,500 ,16800 ,9700 ,13200 ,0 ,0 ,13817 
15,WIIM,262 ,3805500 ,600 ,762600 ,3375900 ,3556300 ,13817 
15,WIKA,1745 ,15748300 ,533600 ,541300 ,2019100 ,664800 ,13817 
15,WINS,338 ,108700 ,200 ,167000 ,0 ,58500 ,13817 
15,WOMF,306 ,38214400 ,110500 ,683300 ,96300 ,76300 ,13817 
15,WOOD,294 ,13884100 ,804200 ,274200 ,320100 ,0 ,13817 
15,WSBP,422 ,80932900 ,2976000 ,3952100 ,12783000 ,4526700 ,13817 
15,WSKT,2580 ,24284200 ,106300 ,297700 ,5157800 ,7317400 ,13817 
15,WTON,530 ,9899200 ,777000 ,9400 ,0 ,54000 ,13817 
15,YPAS,955 ,0 ,6000 ,200 ,0 ,0 ,13817 
15,YULE,192 ,0 ,0 ,0 ,0 ,0 ,13817 
15,ZBRA,50 ,0 ,0 ,0 ,0 ,0 ,13817 
15,ZINC,1730 ,7025300 ,12700 ,143700 ,11200 ,0 ,13817 
