Tanggal,Stock Code,Close,Volume,Offer Volume,Bid Volume,Foreign Sell,Foreign Buy,Kurs
9/3/2018,IBST,9000 ,30500 ,500 ,9900 ,0 ,20500 ,13863 
9/3/2018,ICBP,9000 ,1054400 ,1109200 ,2700 ,523100 ,325200 ,13863 
9/3/2018,ICON,99 ,300300 ,30000 ,10300 ,0 ,0 ,13863 
9/3/2018,IDPR,850 ,96200 ,8100 ,1000 ,81600 ,21200 ,13863 
9/3/2018,IGAR,406 ,9500 ,4700 ,4400 ,2000 ,5000 ,13863 
9/3/2018,IIKP,210 ,343993100 ,1800400 ,119000 ,1119200 ,5850600 ,13863 
9/3/2018,IKAI,500 ,83566900 ,6330400 ,1563500 ,2044200 ,319800 ,13863 
9/3/2018,IKBI,304 ,300 ,13600 ,10900 ,0 ,0 ,13863 
9/3/2018,IMAS,1200 ,7848000 ,43600 ,900 ,0 ,0 ,13863 
9/3/2018,IMJS,402 ,619500 ,68900 ,78100 ,0 ,0 ,13863 
9/3/2018,IMPC,1000 ,469500 ,92900 ,5800 ,0 ,0 ,13863 
9/3/2018,INAF,4310 ,36600 ,5500 ,900 ,900 ,31500 ,13863 
9/3/2018,INAI,414 ,200 ,25000 ,10600 ,0 ,0 ,13863 
9/3/2018,INCF,196 ,15900 ,2800 ,5000 ,0 ,200 ,13863 
9/3/2018,INCI,462 ,36600 ,14200 ,2200 ,0 ,0 ,13863 
9/3/2018,INCO,2990 ,15169200 ,401100 ,689900 ,5278100 ,1490000 ,13863 
9/3/2018,INDF,7450 ,3127000 ,45100 ,2600 ,1502500 ,1926100 ,13863 
9/3/2018,INDR,1400 ,0 ,200 ,50000 ,0 ,0 ,13863 
9/3/2018,INDS,1680 ,181600 ,5400 ,2300 ,57100 ,0 ,13863 
9/3/2018,INDX,100 ,7200 ,400 ,15800 ,0 ,0 ,13863 
9/3/2018,INDY,3760 ,32334300 ,7900 ,251700 ,3436500 ,9794300 ,13863 
9/3/2018,INKP,12275 ,17470900 ,86100 ,3300 ,7373600 ,8066200 ,13863 
9/3/2018,INPC,86 ,3105800 ,1000 ,330400 ,0 ,0 ,13863 
9/3/2018,INPP,625 ,0 ,101100 ,49300 ,0 ,0 ,13863 
9/3/2018,INRU,1025 ,16700 ,500 ,200 ,0 ,0 ,13863 
9/3/2018,INTA,434 ,1430000 ,196700 ,141500 ,64600 ,0 ,13863 
9/3/2018,INTD,670 ,20300 ,800 ,2500 ,0 ,0 ,13863 
9/3/2018,INTP,20125 ,509600 ,100 ,15500 ,261800 ,384700 ,13863 
9/3/2018,IPCM,408 ,187200 ,7500 ,300000 ,39500 ,0 ,13863 
9/3/2018,IPOL,134 ,269700 ,2700 ,31000 ,0 ,0 ,13863 
9/3/2018,ISAT,5450 ,452200 ,7500 ,52100 ,356900 ,366200 ,13863 
9/3/2018,ISSP,134 ,1622600 ,57800 ,1200 ,0 ,0 ,13863 
9/3/2018,ITMA,720 ,70100 ,1000 ,100 ,0 ,0 ,13863 
9/3/2018,ITMG,27125 ,1931400 ,414000 ,3000 ,749800 ,801500 ,13863 
9/3/2018,ITTG,82 ,0 ,0 ,0 ,0 ,0 ,13863 
9/3/2018,JAWA,195 ,44300 ,11700 ,40700 ,28300 ,0 ,13863 
9/3/2018,JECC,5100 ,0 ,100 ,1000 ,0 ,0 ,13863 
9/3/2018,JGLE,83 ,23288400 ,132000 ,13209400 ,17320000 ,0 ,13863 
9/3/2018,JIHD,470 ,2300 ,100 ,5100 ,0 ,0 ,13863 
9/3/2018,JKON,515 ,261300 ,50000 ,100 ,0 ,10000 ,13863 
9/3/2018,JKSW,97 ,0 ,0 ,0 ,0 ,0 ,13863 
9/3/2018,JMAS,600 ,824000 ,11700 ,45800 ,0 ,0 ,13863 
9/3/2018,JPFA,1480 ,1517100 ,26700 ,91800 ,670100 ,1069200 ,13863 
9/3/2018,JPRS,135 ,12500 ,4000 ,3900 ,0 ,0 ,13863 
9/3/2018,JRPT,890 ,3537400 ,706100 ,100000 ,538000 ,662800 ,13863 
9/3/2018,JSMR,5200 ,1344800 ,132300 ,225100 ,327300 ,271700 ,13863 
9/3/2018,JSPT,1605 ,0 ,800 ,500 ,0 ,0 ,13863 
9/3/2018,JTPE,304 ,83500 ,132200 ,6000 ,0 ,0 ,13863 
9/3/2018,KAEF,2370 ,487100 ,1000 ,11400 ,42400 ,11000 ,13863 
9/3/2018,KARW,138 ,1259300 ,3800 ,500 ,9700 ,0 ,13863 
